name,amenity,highway,barrier,landuse,lat,lon
Golden Cave Restaurant,restaurant,,,,17.4362808,78.4449429
Mythri Restaurant and Bar,restaurant,,,,17.4370495,78.4446481
Sindoor Palace,restaurant,,,,8.5211725,76.9604676
Indian Oil,fuel,,,,12.299309,76.6429854
Hotel Mahesh Prasad,restaurant,,,,12.2955488,76.6411661
Papa John's,fast_food,,,,12.3078743,76.659847
Big Temple Parking,parking,,,,10.7816355,79.1341527
Aggarwal Sweets,restaurant,,,,28.5342313,77.2145639
Ashok Namkeen & Sweets,fast_food,,,,28.5362363,77.2118694
South Indian Fast Food,fast_food,,,,28.5349439,77.2127469
Shree Ram Chat,fast_food,,,,28.5355117,77.2108356
Jai Baba Ki,fast_food,,,,28.5323164,77.2153932
Om Sri Sai Snacks,fast_food,,,,28.5324543,77.2174638
Raju Dhaba,restaurant,,,,28.5308092,77.2179083
Yummy Tummy,restaurant,,,,18.5124118,73.9284574
Teat tent,fast_food,,,,34.0181042,78.2826147
Superjet Petroleum,fuel,,,,11.0592219,76.2751214
Friends Corner,restaurant,,,,32.2222133,76.3178329
HP,fuel,,,,31.7094206,76.0891094
Indian Oil,fuel,,,,31.7825749,76.1187188
petrol bunk,fuel,,,,12.9437458,80.1347202
Indian Oil,fuel,,,,12.9441544,80.1352387
Hotel Nirvana,restaurant,,,,32.2350778,76.3281155
muniyandi,restaurant,,,,12.9462009,80.1382285
HP petrol bunk,fuel,,,,12.9436249,80.1389873
Sagar Ratna,restaurant,,,,28.5369219,77.2118299
Fauji Dhaba,restaurant,,,,32.1507781,76.4184608
Paras,restaurant,,,,32.1555292,76.4153482
Yol Cannt Toll,,,toll_booth,,32.1845533,76.3693341
Ganesh mess,restaurant,,,,12.9457209,80.1382225
lakshmi,restaurant,,,,12.9460679,80.1382245
Stiff Waves,restaurant,,,,15.3693362,73.834655
VBR Goenkar Restaurant,restaurant,,,,15.397018,73.9098168
Zeebop,restaurant,,,,15.3207001,73.8990021
Nandhini Andhra Hotel,restaurant,,,,12.9932643,77.5957899
pals,restaurant,,,,11.4114766,76.7027069
Shinkows,restaurant,,,,11.411641,76.7026939
Sikshak Sadan,restaurant,,,,11.2522183,75.7870636
Rajasthan Bhojanalaya,restaurant,,,,11.2494486,75.7853754
Natraj vegetarian Restaurant,restaurant,,,,26.9161855,75.8109776
Berco's Garden,restaurant,,,,28.594222,77.3389703
DND Toll booth,,,toll_booth,,28.5758908,77.3032363
HP,fuel,,,,8.51904,76.9609452
club restaurant,restaurant,,,,8.5223396,76.9664596
Monalisa,restaurant,,,,19.1668447,73.2305258
NHAI Karjeevanhalli Toll Plaza,,,toll_booth,,13.6122242,76.9544591
Central market,restaurant,,,,28.6368844,77.37601
Pai Vihar,restaurant,,,,12.9930635,77.5959522
Bharat Petroleum,fuel,,,,13.0096888,77.5624992
Papa John's,fast_food,,,,13.0045524,77.5711963
Vishnu Sagar,restaurant,,,,12.9901236,77.5722985
Kolkata Chaat,fast_food,,,,12.9953279,77.5712934
TOPSEE,restaurant,,,,12.9986633,80.2563991
Kshatriyas,restaurant,,,,12.6276321,80.1942599
Dosa Cafe,fast_food,,,,13.0671013,80.2050495
Hot Chips,fast_food,,,,13.0670804,80.2062941
Vasantha Bhavan,restaurant,,,,13.0005001,80.2560996
Hotchips,restaurant,,,,13.00651,80.2442513
Sri Krishna Sweets,restaurant,,,,13.049367,80.2099012
Saravana Bhavan,fast_food,,,,13.0352358,80.2125834
MintLeaf,restaurant,,,,12.9603346,77.6382904
Bon Apetit,restaurant,,,,11.4140879,76.6982585
Emirates,restaurant,,,,13.0192135,77.5572955
Jatindra,fuel,,,,30.8197669,75.5634744
Coffee Day,restaurant,,,,11.8185102,76.6843972
HP,fuel,,,,11.8178753,76.684553
Hot Chips,restaurant,,,,12.9427993,80.1336515
Vasantha Bhavan,restaurant,,,,12.9494253,80.1390878
manikandan,restaurant,,,,12.9516523,80.1418062
Nandini Restaurant Parking,parking,,,,12.989144,77.7337716
Frites,restaurant,,,,11.99095,79.8287992
Aurelec,restaurant,,,,11.9926559,79.8350026
Paradise Pizziera,restaurant,,,,11.9955573,79.8358287
Aashiana,restaurant,,,,31.5374948,76.893232
Golconda Chimney,restaurant,,,,12.9558807,77.7127803
Aathangudi,restaurant,,,,12.9401812,80.131094
hotel senthil,restaurant,,,,12.9424304,80.1332735
Nadakkave Pump,fuel,,,,11.2731945,75.7777643
Hindustan Petroleum,fuel,,,,13.0436252,77.5536883
Bharath,restaurant,,,,13.0521546,77.5515881
Kadamba Veg,fast_food,,,,13.051811,77.5517989
Wah Paratha,restaurant,,,,12.9262764,77.6698353
Indian Oil,fuel,,,,12.9571863,77.5862334
Toll Plaza Kumbalam,,,toll_booth,,9.8952914,76.313624
Ganesh Darshan,restaurant,,,,12.9309204,77.5840319
Upahara Darshini,restaurant,,,,12.9330581,77.584422
Nagarjuna Chimney,restaurant,,,,12.9330431,77.5843044
La Casa,restaurant,,,,12.9261789,77.5848245
KFC,fast_food,,,,12.9269294,77.5861832
The Only Place,restaurant,,,,12.9732444,77.6033899
Durga Restaurant,restaurant,,,,13.0489683,77.5440769
Pizza Hut,restaurant,,,,13.0475791,80.1963823
Shell,fuel,,,,13.0484551,80.2066281
Sri Parvathy Bhavan,restaurant,,,,13.052763,80.192033
Indian Coffee House,restaurant,,,,12.9745397,77.6052505
Petrol Pump,fuel,,,,30.4314091,76.5401331
hindustan petroleum,fuel,,,,30.3220555,76.4141205
Mishra Pedha,fast_food,,,,12.9678501,77.5927753
Udupi Sri Krishnarajathadri,restaurant,,,,13.0041002,77.5713906
Jagadish Kara Condiments,,,,industrial,13.0393856,77.5537217
Nandini Palace,restaurant,,,,13.0330093,77.5691944
Beijing Bites,restaurant,,,,13.0330896,77.569359
Indian Bureau of Mines,,,,industrial,13.0265319,77.5342651
Gokaldas,,,,industrial,13.0281717,77.5353211
McDonald's,fast_food,,,,13.0293247,77.5708017
Onesta,restaurant,,,,13.0292372,77.5708378
Chung's,restaurant,,,,13.00654,77.5692833
Sagarrathna,restaurant,,,,28.6740388,77.1037651
Kerala Cafe,restaurant,,,,9.9672179,76.2431551
Koder House,restaurant,,,,9.9672455,76.2426715
Club Mahindra,restaurant,,,,12.4413137,75.7164394
Sandesh The Prince,restaurant,,,,12.309104,76.6623707
HP,fuel,,,,28.6562179,77.0895469
Petrol Pump,fuel,,,,10.2360004,78.738452
Indore Dewas (Indore side),,,toll_booth,,22.9595072,76.0842865
Metro BIG Cinema,parking,,,,18.9429658,72.8288401
Rajdhani,fast_food,,,,18.9429607,72.8291513
hotel murlimanohar,restaurant,,,,21.0094339,75.5767811
Sher-e-Punjab Dhaba,restaurant,,,,13.0218399,77.5349348
Raju Samosa,fast_food,,,,13.0266571,77.5391304
Sai Chats,fast_food,,,,13.0067269,77.5640344
Ever Green,restaurant,,,,18.9598264,72.81716
Shriram,restaurant,,,,18.959522,72.8172244
Adarsh Dhaba,restaurant,,,,13.0220281,77.5340657
Thangam family resturant,restaurant,,,,12.9229655,80.1599956
hindustan petrolium,fuel,,,,31.2117529,75.4223281
Makhel,,,toll_booth,,23.4904621,70.9426173
Indian Oil,fuel,,,,27.5621729,77.6259754
Amma Restarunt,restaurant,,,,8.508768,76.9623706
RMV Club,restaurant,,,,13.0380165,77.5693434
McDonald's,fast_food,,,,19.1003169,72.8407161
Supplyco Pump,fuel,,,,8.5103383,76.9602255
Hunan Chinese Restaurant,restaurant,,,,13.0342347,77.5693249
Seasonal Tastes,restaurant,,,,18.5391023,73.9061842
New Martin Hotel,restaurant,,,,18.9186212,72.8295185
Kabini Canteen,restaurant,,,,13.0162478,77.5648911
Staff Parking,parking,,,,23.0113878,72.5687751
iqbal hotel,restaurant,,,,17.3691286,78.481888
hotel ajwa,restaurant,,,,17.369237,78.4823114
choice hotel,restaurant,,,,17.3688724,78.4825517
Husnain hotel,restaurant,,,,17.3678281,78.4829274
New Grand Restaurent,restaurant,,,,17.3745682,78.47601
Nayab Hotel,restaurant,,,,17.3695304,78.4768575
شاداب ہوٹل (Hotel Shadab),restaurant,,,,17.3687527,78.4755405
madina hotel,restaurant,,,,17.3685479,78.4759107
Shahran hotel,restaurant,,,,17.3596267,78.4740709
Anand Bhavan (vegetarian),restaurant,,,,17.3647568,78.475484
Hindustan Petroleum Corporation Limited,fuel,,,,31.3881732,77.5574999
Hindustan Petroleum Corporation Limited,fuel,,,,31.3930595,77.5884835
Bharat Petroleum Corporation Limited,fuel,,,,31.4580644,77.6593586
Indian Oil Corporation Limited,fuel,,,,31.5212448,77.7679004
Chicken County,restaurant,,,,13.0372579,77.566121
Mangaldas Ni Haveli,restaurant,,,,23.0227338,72.5920852
HP,fuel,,,,17.2514898,80.1574383
Tawah,restaurant,,,,17.4028328,78.5100052
Kaveri Restaurant,restaurant,,,,17.2503346,80.1449256
Petrol bunk,fuel,,,,17.2505522,80.1448326
Shiro,restaurant,,,,12.971852,77.5964092
Sandhya Sagar,restaurant,,,,12.9600242,77.6015444
Utsav,restaurant,,,,12.9601639,77.5945806
Royal restaurant,restaurant,,,,9.5015799,76.3421325
Icecream Club,restaurant,,,,17.4541644,78.4981718
M.B.R Fuel Point,fuel,,,,17.4850231,78.4968743
Hotel Cochin Fort,restaurant,,,,9.9680169,76.2454728
Tandoor,restaurant,,,,9.9695938,76.2850737
Rasa,restaurant,,,,12.994359,77.5711764
"ECR Toll Plaza, Poonjeri",,,toll_booth,,12.61538,80.169895
Navaratna,restaurant,,,,19.1668217,73.2360009
Hotel Ambika,restaurant,,,,19.166315,73.237181
Hotel Atithi,restaurant,,,,19.1640855,73.2391337
Subway,fast_food,,,,12.9269376,80.2515763
ECR Toll Plaza,,,toll_booth,,12.8616393,80.2418889
Data Udipi Hotel,restaurant,,,,13.0405828,80.1725724
Tibetan Brothers,restaurant,,,,10.2359812,77.4908715
Febina,restaurant,,,,9.9586543,76.2449884
McDonald's,fast_food,,,,17.4346181,78.3864731
Indian Oil,fuel,,,,25.9283187,83.5711021
Indian Oil,fuel,,,,25.9348177,83.5669181
Indian Oil,fuel,,,,25.9633105,83.5803692
Ambrai Restaurant,restaurant,,,,24.5781623,73.6800374
Sri Ganesh Darshan,fast_food,,,,13.0282488,77.5717997
Freska,restaurant,,,,13.0275961,77.5766293
Pizza Hut,restaurant,,,,13.0279832,77.5715545
Miller's 46,restaurant,,,,12.991491,77.5941489
Something Fishy,restaurant,,,,17.4314951,78.3887075
Mint Masala,restaurant,,,,13.0069868,77.5788699
Shezan Restaurant,restaurant,,,,12.9871688,77.5946714
Domino's,fast_food,,,,12.988225,77.5938291
Ramana's,restaurant,,,,12.9887039,77.5939333
Mahesh Lunch Home,restaurant,,,,18.9340269,72.8336071
Mocambo Cafe,restaurant,,,,18.9341792,72.8336802
Ideal Corner,restaurant,,,,18.9349624,72.8342167
Excellency Restaurant,restaurant,,,,18.9352567,72.8373924
Southern Spice,restaurant,,,,17.4271464,78.4443444
Bharat Petrolium,fuel,,,,26.119679,83.8590517
Subway,fast_food,,,,12.9758245,77.5975433
McDonald's,fast_food,,,,12.9757683,77.5984496
Bharat Petroleum,fuel,,,,12.9758396,77.5985677
Nisarga,restaurant,,,,12.9704007,77.5874248
Mathsyadarshini (Fish Canteen),fast_food,,,,12.9752515,77.5886667
Museum Canteen,fast_food,,,,12.9748503,77.5956392
Canteen,restaurant,,,,12.9803653,77.5950694
SC Railway Parking,parking,,,,17.2487589,80.1383805
New Yamway,fast_food,,,,17.2490714,80.1396411
Indian Oil,fuel,,,,10.8449272,76.031949
Indian Oil,fuel,,,,10.8395074,76.0300801
Parkview Hotel,restaurant,,,,12.9758502,77.5891031
Devar Mess,restaurant,,,,10.7756536,79.1263499
Chatpat,restaurant,,,,12.9671651,77.580199
Hotel Madhuvan,restaurant,,,,12.9703805,77.5800395
Hotel Empire,restaurant,,,,12.9798386,77.6027906
Sanman Veg,restaurant,,,,12.9847344,77.5971261
Bharat Petroleum,fuel,,,,18.9367891,72.8396991
Haka,restaurant,,,,18.5062169,73.9013284
Shiva,restaurant,,,,17.2501136,80.1454468
Softy Zone,fast_food,,,,17.2500921,80.1454306
Moshe's,restaurant,,,,18.917358,72.824523
McDonald's,fast_food,,,,18.5191906,73.877407
PLA Petrok Bunk,fuel,,,,10.777508,79.1416009
Kamat Restaurant,restaurant,,,,18.9215278,72.8312063
Thousand Oaks,restaurant,,,,18.5104212,73.8799164
11 East Street Cafe,restaurant,,,,18.5199422,73.8804464
Kareem's,restaurant,,,,18.5140857,73.8796502
Kwality,restaurant,,,,18.5150767,73.8799074
Caza Maria,restaurant,,,,9.9586771,76.2595398
Sheetal Arch,restaurant,,,,18.5124763,73.880839
Sigree,restaurant,,,,18.5395737,73.8750368
Flags,restaurant,,,,18.5272989,73.877989
Ram Krishna,restaurant,,,,18.5191213,73.8785611
Sana Di Ge,restaurant,,,,12.9853914,77.5795059
New Shanthi Sagar,restaurant,,,,13.0068783,77.5790907
Nikki's Pub & Restaurant,restaurant,,,,13.0144093,77.5736842
HP,fuel,,,,17.2640633,80.1460573
Spice Hut,fast_food,,,,17.2494739,80.1583582
Kedari Petrol Pump,fuel,,,,18.4865476,73.8986607
Trinco,restaurant,,,,18.5265172,73.8872945
Swagath,restaurant,,,,17.4062114,78.496159
Astoria,restaurant,,,,17.4064861,78.4969807
Bawarchi,restaurant,,,,17.4063098,78.4974141
Bharat Petroleum Corporation Limited,fuel,,,,32.0844147,76.5201584
Hindustan Petroleum Corporation Limited,fuel,,,,32.0964391,76.5308483
Indian Oil Corporation Limited,fuel,,,,32.1025994,76.5340998
Chicken County,fast_food,,,,12.9756686,77.5749645
Amruth Vegetarian Restaurant,restaurant,,,,12.9711937,77.6007788
Hotel Vinitha,restaurant,,,,12.982738,77.6030551
Prego,restaurant,,,,18.5393141,73.9061183
Kangan,restaurant,,,,18.5399703,73.9061077
Goyam,restaurant,,,,15.0368747,73.989421
Sunset Bar & Restaurant,restaurant,,,,15.0349757,73.991958
Hare Krishna Pure Veg Restaurant,restaurant,,,,12.9772698,77.570304
Balaji Restaurant,restaurant,,,,12.9772479,77.5704213
Indian Oil,fuel,,,,25.5417224,83.2665963
Indian Oil,fuel,,,,25.5449342,83.3304886
Indian Oil,fuel,,,,25.5459651,83.3768475
HP,fuel,,,,25.567077,83.4707863
Bharat Petrolium,fuel,,,,25.5786498,83.5035431
Indian Oil,fuel,,,,25.5783509,83.5573436
Bharat Petrolium,fuel,,,,25.6283152,83.5661881
IBP,fuel,,,,25.6796435,83.5485398
Indian Oil,fuel,,,,25.7293344,83.5458034
IBP,fuel,,,,25.7706176,83.5536783
Indian Oil,fuel,,,,25.8325808,83.5579199
NRL,fuel,,,,25.8909632,83.560484
Indian Oil,fuel,,,,25.8987875,83.5611688
Indian Oil,fuel,,,,25.4637202,83.1183409
Indian Oil,fuel,,,,25.5408428,83.1870583
Indian Oil,fuel,,,,25.5403315,83.211525
IBP,fuel,,,,25.540783,83.2205785
Bharat Petrolium,fuel,,,,25.4478976,83.0312858
Ankur,restaurant,,,,18.9306421,72.8323368
Indigo Deli,restaurant,,,,18.9239059,72.8332921
Hotel Bharat,restaurant,,,,10.5216573,76.2138201
HP,fuel,,,,13.07286,80.1888928
Indian Oil,fuel,,,,13.0718881,80.1879592
Pizza Hut,restaurant,,,,12.9310045,77.5830947
Anokhi Cafe,restaurant,,,,26.9106803,75.7985655
Cafe Noorani,restaurant,,,,18.9771417,72.8117849
Essar Petrol station,fuel,,,,12.9488925,80.1854622
HP petrol station,fuel,,,,12.9493847,80.1857038
BP,fuel,,,,12.9498294,80.1856658
Indian Oil,fuel,,,,12.920301,80.1845415
IBP Petrol Station,fuel,,,,12.9655809,80.2003887
Bharat Petroleum,fuel,,,,12.9640355,80.214439
Café and Restro,restaurant,,,,32.2371714,76.3241288
BP petrol station,fuel,,,,12.6828948,79.9862021
SP Jain Parking,parking,,,,19.1235323,72.8365669
McDonald's,fast_food,,,,23.0317635,72.5701852
Dosa the Restaurant,restaurant,,,,12.9863717,80.2607741
Sri Annalaxmi Sweets and Snacks,fast_food,,,,12.986194,80.2619161
Diamond,parking,,,,18.99282,72.8486524
Sangeeta,restaurant,,,,13.0070874,80.2500834
Toll Booth RGI ORR Exit,,,toll_booth,,17.2537969,78.3793452
Villa 39,restaurant,,,,18.9254094,72.8304996
Bikanervala,fast_food,,,,17.410736,78.4497929
Little Italy,restaurant,,,,18.9544525,72.8184244
Adhithi Hotel,restaurant,,,,9.7422251,76.6119586
Anyees Filling Station,fuel,,,,34.1128616,74.7177341
Bharat Petrolium,fuel,,,,25.9438383,83.5689208
Hi-Tech Bawarchi,fast_food,,,,17.4410683,78.391636
Dwaraka,restaurant,,,,17.4054719,78.4638523
Sarvi Restaurant,restaurant,,,,18.9667686,72.8291706
Hindustan Petroleum Corporation Limited,fuel,,,,32.4636891,76.4779762
Indian Oil Corporation Limited,fuel,,,,32.5577463,76.118193
Attickal Shap,restaurant,,,,9.7499195,76.6318183
HP marangattupilly,fuel,,,,9.7473533,76.6098634
Chicking,fast_food,,,,9.9725045,76.2853967
CNG Fuel Station,fuel,,,,28.5959237,77.0290084
Indian Oil Corporation Limited,fuel,,,,32.1390902,76.4141706
King & Cardinal,fast_food,,,,17.4006107,78.4884142
Blue Fox Restaurant,restaurant,,,,17.4009655,78.4853499
Birla Mandir car parking,parking,,,,17.4054598,78.4696734
Star Bar,restaurant,,,,15.5003834,73.8932498
HP,fuel,,,,28.5209438,77.0822696
Hotel Fishland,restaurant,,,,17.4049643,78.4637359
Vasu,fast_food,,,,17.244818,80.138421
Green Chillies,restaurant,,,,17.2458321,80.138587
Barbeque Nation,restaurant,,,,12.9622135,77.6414116
TVC Gate 2 Parking,parking,,,,8.4860738,76.9499119
Gauri,restaurant,,,,8.5298114,76.9290444
Samosa,fast_food,,,,13.0261316,77.5379964
Hotel Madeshwara,fast_food,,,,13.0281211,77.5360606
Olive Restaurant,restaurant,,,,19.0717586,72.8253808
Sri Durga Mess,restaurant,,,,17.2486165,80.1483516
Indigo,restaurant,,,,22.7533416,75.903384
Saravanaa Bhavan,fast_food,,,,13.0940164,80.2926773
Hot Chips,restaurant,,,,12.9880438,80.2560376
Haveli,restaurant,,,,17.2510281,80.1561172
Prerana,fuel,,,,17.2511847,80.1567278
Rajwada,restaurant,,,,18.5494,73.8042565
Up and Above,restaurant,,,,18.5064267,73.7839701
Aggarwal Restaurant,restaurant,,,,28.7988933,77.0352522
A Masala House,restaurant,,,,12.9893411,77.5929583
Hotel Raj Bhavan,restaurant,,,,13.0558502,80.248
Chatees 36,restaurant,,,,17.441951,78.4855009
Chang La Queen (restaurant & guest house),restaurant,,,,34.0987403,78.1204689
Gold Coast Visitor Parking,parking,,,,18.5517641,73.8012027
Kekan Petrol Pump (HP),fuel,,,,18.5751028,73.8970804
Indian Oil,fuel,,,,18.5736645,73.8849523
Kalyan Bhel,fast_food,,,,18.5118996,73.8302361
Essar,fuel,,,,25.9145034,83.9449268
Oasis,restaurant,,,,17.2483159,80.1642425
HP,fuel,,,,9.7139177,76.6885664
thottumkal Pump,fuel,,,,9.7126631,76.6905839
Pizza Hut,restaurant,,,,28.4218602,77.0909997
Hyderabad House,restaurant,,,,17.260048,78.386917
Everest,fast_food,,,,17.2480856,80.1483187
Abhiruchi Mess,restaurant,,,,17.2487702,80.1471741
Evergreen,restaurant,,,,32.0107149,77.3179138
Sharma Dhaba,fast_food,,,,32.0007087,77.4406529
Ojin bakes,fast_food,,,,11.2155392,75.7967492
Bharat Petroleum,fuel,,,,11.2157323,75.7972501
Indian Oil,fuel,,,,30.8253282,75.8154075
Rohan Rajdeep Toll Plaza,,,toll_booth,,30.5485751,75.5761201
Indian Oil,fuel,,,,30.5317907,75.5709044
Bombay Restaurant,restaurant,,,,11.2513807,75.7733284
Filfora,restaurant,,,,23.2639205,77.3802723
HP,fuel,,,,28.5490758,77.2501351
In & Out,fuel,,,,28.5503785,77.2478224
Sanjhi Hawali,restaurant,,,,30.6019023,74.2254591
Anand Vihar,fast_food,,,,17.2493224,80.1398825
McDonald's,fast_food,,,,18.5269924,73.8779918
Blue Nile,restaurant,,,,18.5217526,73.8774667
George,restaurant,,,,18.5173226,73.8794126
Skandagiri Parking,parking,,,,13.4240763,77.6916755
Essar,fuel,,,,12.7727154,80.0091004
Indian oil,fuel,,,,32.2583689,77.1880018
HP ramapuram,fuel,,,,9.7999364,76.6585222
Goyal Bakery,fast_food,,,,30.3783124,75.5478687
Anandhas,restaurant,,,,11.0171625,76.9686043
Delhi Sweet,restaurant,,,,11.0121503,76.962482
Ramsons Petrol Station,fuel,,,,11.0108923,76.9820694
New Punjabi Dhaba,restaurant,,,,32.7270852,76.661278
Sonam,restaurant,,,,32.7271243,76.6613122
Chinab Restaurant,restaurant,,,,32.7255668,76.664676
Hindustan Petroleum Corporation Limited,fuel,,,,32.0421996,76.568609
Mahesh Lunch Home,restaurant,,,,18.5208896,73.8725539
Subway,fast_food,,,,17.4262926,78.4480231
Indian Oil,fuel,,,,17.4263594,78.451396
Indian Oil,fuel,,,,17.4435568,78.4877615
Bharat Petroleum,fuel,,,,17.4430364,78.4905722
Bharat Petroleum,fuel,,,,17.4409489,78.5052645
Bharat Petroleum,fuel,,,,17.4397896,78.5089043
Indian Oil,fuel,,,,17.4273769,78.4395446
HP,fuel,,,,17.4367489,78.5179571
Pizza Hut,fast_food,,,,17.4432794,78.4798416
Indian Oil,fuel,,,,17.4449593,78.4671058
Cocos,restaurant,,,,17.4239168,78.4247745
Blue Fox,restaurant,,,,17.4232236,78.4275415
Pizza Corner,fast_food,,,,17.4270696,78.4433431
Minerva Coffee Shop,restaurant,,,,17.4289627,78.4557226
Indian Oil,fuel,,,,17.4445955,78.4616641
Toll Plaza,,,toll_booth,,31.4899327,75.9550752
GNE Staff Parking,parking,,,,30.8583493,75.8597722
Adukala Shap (Toddy Shap),restaurant,,,,9.7589859,76.6216565
Yo! China,fast_food,,,,18.519486,73.8772595
KFC,fast_food,,,,18.521763,73.8763897
Hotel Arali Mara,restaurant,,,,13.3093104,76.942186
Mallanna Hotel,restaurant,,,,13.3081012,76.9415383
Chayakkada,restaurant,,,,9.724737,76.6433517
Airport Car Parking,parking,,,,18.5784277,73.9093571
Toit brewery and Resturant,restaurant,,,,18.5540074,73.9051438
Rajdhani,restaurant,,,,18.5452508,73.9063531
Venu,restaurant,,,,11.0186,76.9618837
Subbu Mess,restaurant,,,,11.016231,76.9681587
Hotel Pavitra,restaurant,,,,13.3121576,76.9404041
Velmurugan Oil Depot,fuel,,,,11.3449707,77.7213375
Athappar Family Restaurant,restaurant,,,,11.3458527,77.7216643
Brindavan Hotels,restaurant,,,,11.3467534,77.7185646
Hotel Mahadeshwara,fast_food,,,,13.3097577,76.9427416
Narayanpura,,,toll_booth,,24.6136837,74.2317593
Indian Oil,fuel,,,,10.9954301,76.9757862
"IBP, Ramapuram",fuel,,,,9.7921661,76.6630901
Pizza Hut,restaurant,,,,28.5917336,77.3484898
Zoo Vehicle Parking,parking,,,,12.87955,80.0807673
Pizza Hut,restaurant,,,,12.9590966,77.6544331
Green Gates,restaurant,,,,11.6293605,76.0881203
Woodlands,restaurant,,,,11.6158447,76.0835445
Club parking,parking,,,,31.0065526,75.7925585
golf curt parking,parking,,,,31.0061947,75.7932113
Taj River View Restaurant,restaurant,,,,32.0420785,76.8411934
Kabab Manor,restaurant,,,,13.0273116,77.5935719
Garden Restaurant,restaurant,,,,17.4418602,78.4988827
Food Magic,fast_food,,,,13.003599,77.6225091
Umar Pulaowala,restaurant,,,,18.9592105,72.8303122
Trishna,restaurant,,,,18.9286576,72.8323932
